corridor,locality,bhk,sqft,bathrooms,floor,parking,gym,swimming_pool,garden,security,clubhouse,amenities_score,price_lakhs
dehu_solapur,Baner,3,1709,3,22,0,0,0,0,0,1,1,187.09
kolhapur_nashik,Alandi,4,2041,3,21,1,1,1,0,1,1,5,125.35
dehu_solapur,Loni Kalbhor,2,1032,1,20,0,0,0,1,0,0,1,58.95
kolhapur_nashik,Bhosari,3,1291,2,13,0,1,0,1,1,0,3,93.59
dehu_solapur,Wakad,4,2183,4,7,1,0,0,1,1,1,4,202.81
dehu_solapur,Wakad,4,2227,3,21,0,0,0,1,0,0,1,180.53
kolhapur_nashik,Sinhagad Road,2,1039,2,19,1,0,1,0,1,0,3,91.97
kolhapur_nashik,Balewadi,2,975,2,0,1,0,1,1,1,1,5,108.34
dehu_solapur,Loni Kalbhor,3,1647,3,5,0,0,1,0,0,1,2,85.64
dehu_solapur,Manjri,4,2173,3,17,0,0,0,1,1,1,3,138.52
dehu_solapur,Baner,2,932,2,23,1,0,0,0,0,1,2,86.23
dehu_solapur,Dehu Road,1,476,1,12,0,0,0,0,0,0,0,26.84
kolhapur_nashik,Balewadi,3,1723,2,21,1,0,0,0,1,0,2,168.87
kolhapur_nashik,Chakan,1,548,1,2,0,1,1,1,1,0,4,30.5
kolhapur_nashik,Moshi,3,1295,3,5,0,1,1,0,0,1,3,86.55
dehu_solapur,Kiwale,3,1564,2,18,1,0,1,1,0,1,4,114.47
kolhapur_nashik,Alandi,2,821,1,22,1,1,0,0,1,0,3,52.53
dehu_solapur,Kiwale,2,937,2,8,1,0,0,0,0,1,2,61.13
kolhapur_nashik,Hinjewadi,2,897,1,10,1,1,1,1,0,1,5,82.18
dehu_solapur,Loni Kalbhor,2,1086,1,5,0,0,0,0,1,1,2,54.08
kolhapur_nashik,Hinjewadi,2,986,1,3,1,1,1,1,1,0,5,105.42
dehu_solapur,Loni Kalbhor,3,1292,2,21,1,1,1,1,1,0,5,88.01
dehu_solapur,Kiwale,3,1134,2,19,0,0,1,0,1,1,3,70.07
kolhapur_nashik,Moshi,3,1290,2,3,1,0,1,1,0,1,4,75.79
kolhapur_nashik,Alandi,3,1405,2,13,1,0,0,1,1,1,4,89.5
kolhapur_nashik,Balewadi,1,387,1,12,1,1,1,0,1,1,5,38.13
kolhapur_nashik,Khed Shivapur,3,1735,3,19,1,1,0,1,0,1,4,120.27
dehu_solapur,Ravet,2,913,1,21,1,0,1,1,1,0,4,83.14
dehu_solapur,Hadapsar,3,1131,2,1,1,0,1,0,0,1,3,76.76
kolhapur_nashik,Balewadi,3,1576,3,24,0,0,0,1,0,0,1,166.02
dehu_solapur,Loni Kalbhor,3,1466,3,20,1,1,1,0,0,1,4,85.83
dehu_solapur,Uruli Kanchan,3,1554,2,21,0,1,0,0,1,0,2,62.49
kolhapur_nashik,Sinhagad Road,2,1181,2,7,0,1,1,0,1,1,4,111.39
kolhapur_nashik,Alandi,2,913,2,20,0,1,1,1,1,0,4,40.03
kolhapur_nashik,Moshi,4,2440,3,3,1,0,0,0,1,1,3,115.9
kolhapur_nashik,Bhosari,3,1231,2,17,1,0,1,0,0,1,3,79.65
kolhapur_nashik,Moshi,3,1318,2,13,1,1,1,1,0,0,4,67.89
kolhapur_nashik,Bhosari,1,640,1,12,1,1,1,1,0,1,5,44.43
dehu_solapur,Loni Kalbhor,1,526,1,20,0,1,1,0,1,0,3,29.94
dehu_solapur,Dehu Road,4,2092,3,5,1,1,1,1,0,1,5,127.86
kolhapur_nashik,Bhosari,3,1481,2,15,0,1,1,1,0,0,3,103.6
dehu_solapur,Dehu Road,3,1622,2,12,1,1,1,0,0,0,3,105.26
dehu_solapur,Wakad,3,1275,3,11,0,1,1,1,1,0,4,125.25
dehu_solapur,Kiwale,3,1428,2,22,1,1,1,0,1,0,4,93.38
kolhapur_nashik,Balewadi,3,1543,2,17,1,1,0,1,0,1,4,193.04
dehu_solapur,Manjri,2,818,2,2,0,0,1,1,1,0,3,46.02
dehu_solapur,Ravet,3,1338,2,13,1,1,1,1,0,0,4,121.22
dehu_solapur,Dehu Road,3,1347,2,12,0,0,0,0,0,0,0,76.23
dehu_solapur,Wakad,1,556,1,16,0,0,0,0,1,0,1,50.31
dehu_solapur,Hadapsar,1,538,1,6,0,0,0,1,0,0,1,42.07
dehu_solapur,Dehu Road,3,1475,3,12,1,0,1,0,1,0,3,91.53
dehu_solapur,Manjri,2,1090,1,8,1,0,1,1,1,0,4,68.5
dehu_solapur,Loni Kalbhor,3,1403,3,3,0,1,0,1,0,1,3,66.72
dehu_solapur,Wakad,2,1024,2,16,0,1,0,1,1,1,4,80.45
dehu_solapur,Uruli Kanchan,2,861,1,8,0,1,1,1,1,0,4,40.84
dehu_solapur,Dehu Road,3,1624,3,21,0,0,0,1,0,1,2,102.14
kolhapur_nashik,Moshi,2,943,1,9,1,0,0,1,1,1,4,53.69
dehu_solapur,Kiwale,3,1416,2,1,1,1,0,1,1,1,5,95.53
kolhapur_nashik,Bhosari,1,585,1,20,0,0,0,1,1,1,3,44.69
dehu_solapur,Dehu Road,2,933,2,19,0,0,0,0,0,0,0,56.98
kolhapur_nashik,Hinjewadi,3,1619,2,12,1,0,1,0,0,0,2,143.81
kolhapur_nashik,Hinjewadi,3,1552,2,20,1,1,0,0,1,0,3,137.75
kolhapur_nashik,Chakan,2,872,2,8,0,1,1,0,1,1,4,48.01
kolhapur_nashik,Moshi,2,981,2,15,0,0,1,0,0,1,2,60.31
dehu_solapur,Baner,3,1335,2,9,1,1,0,0,1,1,4,95.48
dehu_solapur,Dehu Road,1,521,1,2,0,1,0,1,1,0,3,29.31
kolhapur_nashik,Hinjewadi,2,1082,2,13,0,1,1,0,1,1,4,105.99
dehu_solapur,Manjri,3,1257,2,4,1,1,1,1,0,0,4,91.27
kolhapur_nashik,Hinjewadi,3,1366,2,18,1,0,0,1,1,1,4,121.86
dehu_solapur,Kiwale,4,1781,4,6,0,1,0,0,1,0,2,97.9
dehu_solapur,Wakad,2,985,1,11,0,0,1,0,0,0,1,60.52
dehu_solapur,Baner,3,1443,2,12,0,1,1,1,1,1,5,155.31
kolhapur_nashik,Moshi,3,1498,3,13,1,1,1,1,0,1,5,108.43
dehu_solapur,Baner,2,1087,1,9,0,1,0,1,0,1,3,95.95
kolhapur_nashik,Balewadi,3,1365,3,3,0,1,1,0,1,0,3,136.72
dehu_solapur,Wakad,3,1185,2,11,1,0,0,0,1,0,2,106.4
kolhapur_nashik,Chakan,2,847,1,17,0,1,0,0,1,1,3,45.03
dehu_solapur,Wakad,3,1787,2,1,1,0,1,0,0,1,3,161.72
dehu_solapur,Dehu Road,1,551,1,18,1,0,0,0,1,0,2,37.36
dehu_solapur,Ravet,3,1539,2,9,1,1,1,0,0,1,4,125.01
dehu_solapur,Uruli Kanchan,2,734,2,12,1,0,0,1,1,1,4,34.03
dehu_solapur,Baner,3,1166,2,5,1,1,0,0,0,0,2,117.09
dehu_solapur,Manjri,4,1846,3,17,0,1,0,1,1,0,3,120.67
kolhapur_nashik,Sinhagad Road,4,2387,3,14,1,0,0,1,0,1,3,228.47
dehu_solapur,Kiwale,3,1428,2,10,0,0,1,1,1,0,3,86.35
dehu_solapur,Hadapsar,2,981,2,4,1,1,0,1,0,1,4,88.14
dehu_solapur,Loni Kalbhor,2,1148,1,12,0,0,1,1,0,1,3,71.18
dehu_solapur,Hadapsar,2,999,2,4,1,1,1,0,1,0,4,92.84
kolhapur_nashik,Chakan,3,1635,2,12,1,0,0,0,1,1,3,62.49
dehu_solapur,Kiwale,3,1776,2,3,0,0,1,1,1,0,3,113.4
dehu_solapur,Manjri,3,1425,3,11,0,1,0,0,1,1,3,97.67
kolhapur_nashik,Chakan,1,685,1,8,0,0,0,0,1,0,1,34.82
dehu_solapur,Ravet,3,1394,2,14,1,0,1,1,1,1,5,114.66
kolhapur_nashik,Hinjewadi,3,1224,2,24,1,0,0,0,1,0,2,99.46
dehu_solapur,Baner,1,627,1,24,0,0,0,0,1,0,1,57.78
dehu_solapur,Uruli Kanchan,3,1492,2,13,0,1,1,1,0,1,4,77.31
kolhapur_nashik,Balewadi,2,977,1,25,0,1,1,1,1,0,4,94.58
dehu_solapur,Hadapsar,2,1047,2,0,1,0,1,1,0,0,3,72.76
kolhapur_nashik,Hinjewadi,3,1615,3,13,0,0,1,1,1,1,4,137.56
dehu_solapur,Baner,2,878,1,26,1,0,0,1,0,1,3,92.94
kolhapur_nashik,Bhosari,3,1213,2,18,0,0,0,0,0,0,0,79.94
kolhapur_nashik,Chakan,2,1152,1,20,0,0,1,1,1,1,4,64.34
dehu_solapur,Wakad,2,1012,2,20,0,0,1,0,1,1,3,90.67
dehu_solapur,Wakad,3,1396,2,12,0,0,1,1,1,0,3,115.69
dehu_solapur,Uruli Kanchan,2,804,2,14,0,1,1,1,1,0,4,43.56
kolhapur_nashik,Balewadi,3,1192,2,20,0,1,0,1,0,0,2,135.77
kolhapur_nashik,Chakan,2,761,1,0,0,1,1,1,1,1,5,33.95
dehu_solapur,Kiwale,4,2316,4,1,1,0,1,0,0,1,3,154.2
kolhapur_nashik,Sinhagad Road,2,1167,2,10,1,0,1,1,1,0,4,94.57
dehu_solapur,Wakad,2,1159,2,6,1,0,0,1,0,1,3,95.89
dehu_solapur,Baner,2,1041,1,11,1,1,0,1,1,1,5,108.99
dehu_solapur,Wakad,2,1065,2,2,1,1,1,1,1,1,6,112.11
dehu_solapur,Manjri,3,1533,2,11,0,1,0,1,1,1,4,101.92
dehu_solapur,Kiwale,1,521,1,1,0,1,0,1,0,0,2,34.98
dehu_solapur,Kiwale,2,1039,1,18,0,1,1,0,0,0,2,65.5
kolhapur_nashik,Alandi,3,1478,2,8,1,0,1,0,0,1,3,79.8
kolhapur_nashik,Alandi,2,800,1,18,1,1,1,0,1,0,4,48.43
kolhapur_nashik,Alandi,2,871,2,21,0,1,1,1,0,0,3,49.47
dehu_solapur,Ravet,2,723,1,1,1,1,1,0,1,1,5,46.78
dehu_solapur,Kiwale,3,1420,2,16,0,1,1,0,0,1,3,90.65
kolhapur_nashik,Chakan,1,683,1,7,1,0,1,1,1,0,4,42.34
dehu_solapur,Baner,3,1269,2,1,1,0,0,1,0,0,2,111.52
dehu_solapur,Ravet,3,1290,2,21,0,0,1,0,1,0,2,87.52
kolhapur_nashik,Bhosari,2,903,2,5,0,1,1,1,1,1,5,55.0
dehu_solapur,Wakad,3,1146,3,22,0,1,0,1,1,0,3,81.85
dehu_solapur,Loni Kalbhor,3,1387,3,16,1,1,0,1,1,1,5,70.1
dehu_solapur,Baner,3,1150,2,4,0,1,1,1,0,1,4,97.43
dehu_solapur,Hadapsar,2,1020,2,20,1,0,1,1,0,1,4,87.13
kolhapur_nashik,Hinjewadi,2,857,2,14,1,0,1,1,0,0,3,90.07
dehu_solapur,Uruli Kanchan,2,917,2,18,0,0,1,0,1,1,3,47.85
dehu_solapur,Uruli Kanchan,3,1583,3,4,1,1,0,0,1,1,4,80.06
kolhapur_nashik,Bhosari,2,864,1,0,1,0,1,1,0,1,4,57.91
kolhapur_nashik,Bhosari,3,1556,3,4,1,1,1,1,0,0,4,106.58
kolhapur_nashik,Balewadi,3,1100,2,26,1,1,1,1,1,1,6,119.91
dehu_solapur,Dehu Road,2,1170,2,9,1,0,1,0,0,0,2,74.47
dehu_solapur,Manjri,1,577,1,15,1,1,1,1,1,1,6,48.14
dehu_solapur,Kiwale,2,885,2,10,0,1,0,1,0,0,2,59.27
dehu_solapur,Ravet,2,821,1,10,1,1,1,1,1,0,5,63.94
kolhapur_nashik,Hinjewadi,1,521,1,16,1,1,1,1,1,0,5,49.51
kolhapur_nashik,Chakan,3,1373,2,15,0,0,1,0,1,0,2,72.69
kolhapur_nashik,Khed Shivapur,1,750,1,19,0,1,1,1,1,0,4,53.37
dehu_solapur,Manjri,4,1915,3,8,0,1,0,0,0,1,2,169.15
dehu_solapur,Hadapsar,4,1876,3,11,0,1,0,1,0,0,2,159.16
dehu_solapur,Uruli Kanchan,2,926,1,14,1,1,0,1,0,1,4,49.79
kolhapur_nashik,Hinjewadi,3,1288,2,1,1,1,0,1,0,0,3,116.31
dehu_solapur,Kiwale,1,498,1,13,1,1,0,0,1,1,4,33.76
kolhapur_nashik,Moshi,2,824,2,9,1,1,0,1,0,1,4,44.36
kolhapur_nashik,Bhosari,1,585,1,0,0,0,1,1,0,1,3,35.08
kolhapur_nashik,Chakan,3,1502,2,2,1,0,0,1,0,0,2,78.26
kolhapur_nashik,Khed Shivapur,1,501,1,10,1,1,1,0,0,1,4,28.64
kolhapur_nashik,Hinjewadi,2,1002,1,22,1,1,1,1,1,1,6,105.42
kolhapur_nashik,Balewadi,2,961,2,13,1,1,1,0,1,0,4,101.51
dehu_solapur,Hadapsar,3,1452,2,17,0,1,1,0,0,1,3,121.99
kolhapur_nashik,Alandi,2,937,2,8,0,0,0,0,1,0,1,48.32
kolhapur_nashik,Chakan,3,1298,2,0,0,1,0,0,0,0,1,60.71
dehu_solapur,Kiwale,4,2208,4,9,1,0,1,1,1,0,4,128.67
dehu_solapur,Baner,3,1488,2,18,0,1,1,1,1,1,5,161.78
kolhapur_nashik,Chakan,1,446,1,13,1,0,0,1,1,0,3,20.82
dehu_solapur,Wakad,4,1702,3,9,1,0,1,1,0,0,3,141.84
kolhapur_nashik,Bhosari,3,1665,2,0,0,0,1,1,0,0,2,120.47
dehu_solapur,Ravet,2,862,2,22,1,1,0,0,1,1,4,55.44
kolhapur_nashik,Khed Shivapur,1,618,1,18,1,1,1,0,0,1,4,42.07
kolhapur_nashik,Alandi,3,1211,2,9,0,0,0,1,1,1,3,58.7
kolhapur_nashik,Balewadi,2,1096,2,3,0,0,1,0,1,1,3,134.5
kolhapur_nashik,Hinjewadi,4,1700,3,4,1,1,0,1,0,0,3,160.51
dehu_solapur,Loni Kalbhor,3,1237,2,4,1,0,0,0,0,1,2,70.69
kolhapur_nashik,Sinhagad Road,4,1871,4,23,1,1,1,1,0,0,4,160.89
dehu_solapur,Manjri,4,2305,3,17,1,1,0,1,1,0,4,151.03
kolhapur_nashik,Moshi,2,1180,2,18,1,1,1,1,1,1,6,77.62
kolhapur_nashik,Alandi,3,1497,2,20,0,1,0,0,0,1,2,77.0
kolhapur_nashik,Moshi,3,1343,3,18,0,0,1,0,1,1,3,73.31
dehu_solapur,Loni Kalbhor,2,1143,2,8,0,1,0,0,1,1,3,56.07
dehu_solapur,Baner,2,1214,2,3,1,1,1,0,1,1,5,106.15
kolhapur_nashik,Hinjewadi,1,464,1,18,1,1,0,1,1,1,5,50.75
kolhapur_nashik,Chakan,3,1286,2,15,1,0,1,0,1,0,3,80.56
dehu_solapur,Loni Kalbhor,4,1955,4,6,1,1,0,0,1,0,3,134.8
dehu_solapur,Kiwale,1,535,1,7,0,0,0,1,0,1,2,33.73
kolhapur_nashik,Balewadi,2,832,1,13,0,0,1,0,1,1,3,92.32
dehu_solapur,Hadapsar,2,909,1,20,0,1,1,0,1,1,4,67.77
dehu_solapur,Wakad,2,917,2,16,1,0,1,1,0,1,4,91.2
kolhapur_nashik,Balewadi,1,568,1,20,0,0,0,1,0,0,1,57.57
dehu_solapur,Hadapsar,2,847,2,8,1,1,1,1,0,0,4,65.32
dehu_solapur,Baner,2,719,2,15,0,0,1,0,0,0,1,72.47
dehu_solapur,Loni Kalbhor,4,2125,3,3,1,1,0,1,1,1,5,110.08
dehu_solapur,Kiwale,3,1340,3,21,1,1,0,0,1,1,4,97.94
dehu_solapur,Manjri,1,641,1,1,1,1,1,0,1,0,4,42.75
dehu_solapur,Loni Kalbhor,3,1632,3,11,1,1,1,0,1,1,5,115.3
kolhapur_nashik,Balewadi,2,966,2,8,1,0,1,0,1,1,4,99.66
kolhapur_nashik,Chakan,3,1900,2,18,1,0,1,1,1,1,5,121.25
kolhapur_nashik,Khed Shivapur,3,1553,3,2,1,1,1,1,0,1,5,94.48
kolhapur_nashik,Balewadi,4,1811,3,26,1,1,0,0,1,1,4,145.52
kolhapur_nashik,Chakan,3,1517,3,8,0,1,1,0,1,0,3,77.79
dehu_solapur,Hadapsar,1,585,1,6,1,1,0,0,0,1,3,47.45
kolhapur_nashik,Bhosari,2,842,2,16,0,0,1,1,1,1,4,60.61
kolhapur_nashik,Bhosari,3,1276,3,13,0,1,0,1,1,1,4,81.9
dehu_solapur,Kiwale,2,937,2,10,0,0,0,0,1,1,2,65.99
kolhapur_nashik,Balewadi,3,1138,2,12,1,1,1,0,1,1,5,113.21
kolhapur_nashik,Moshi,2,820,1,2,1,1,1,1,1,0,5,45.51
kolhapur_nashik,Sinhagad Road,3,1203,2,1,1,1,0,1,1,0,4,124.13
dehu_solapur,Kiwale,2,700,2,4,0,0,0,0,0,1,1,38.04
dehu_solapur,Dehu Road,3,1582,2,3,1,1,1,1,1,0,5,78.35
dehu_solapur,Kiwale,2,706,2,0,1,1,0,1,1,1,5,43.88
dehu_solapur,Uruli Kanchan,2,926,2,13,0,0,1,1,0,1,3,50.76
dehu_solapur,Uruli Kanchan,3,1481,2,2,1,0,0,1,0,1,3,67.08
dehu_solapur,Wakad,3,1643,2,16,1,1,1,1,0,1,5,151.65
dehu_solapur,Wakad,3,1100,3,14,1,0,0,1,0,1,3,98.9
dehu_solapur,Kiwale,2,745,1,20,0,0,1,0,1,0,2,42.37
kolhapur_nashik,Khed Shivapur,4,2257,3,19,1,0,0,1,1,1,4,149.3
dehu_solapur,Loni Kalbhor,4,2440,3,14,0,1,0,0,1,1,3,140.38
kolhapur_nashik,Chakan,4,2050,3,18,0,1,1,0,0,1,3,116.0
kolhapur_nashik,Bhosari,1,522,1,11,1,1,1,0,1,1,5,37.33
kolhapur_nashik,Khed Shivapur,3,1477,3,11,1,0,0,0,1,1,3,108.18
kolhapur_nashik,Hinjewadi,4,1889,3,11,0,1,1,1,1,1,5,179.76
kolhapur_nashik,Bhosari,3,1428,2,21,0,0,1,1,0,0,2,94.98
kolhapur_nashik,Bhosari,3,1303,2,10,0,0,0,0,1,0,1,77.62
dehu_solapur,Manjri,3,1424,2,14,1,0,1,0,1,0,3,103.17
kolhapur_nashik,Balewadi,4,1891,3,7,0,1,1,0,0,1,3,227.22
dehu_solapur,Hadapsar,3,1423,2,1,1,0,0,1,1,1,4,105.19
dehu_solapur,Baner,3,1662,2,4,1,1,0,1,1,1,5,140.65
kolhapur_nashik,Bhosari,2,1150,2,5,1,1,0,0,0,0,2,68.1
kolhapur_nashik,Khed Shivapur,3,1554,2,6,1,1,1,1,1,0,5,94.12
kolhapur_nashik,Khed Shivapur,4,1849,4,11,1,1,0,0,1,1,4,139.45
kolhapur_nashik,Alandi,4,2395,4,15,1,1,1,1,0,0,4,131.0
dehu_solapur,Uruli Kanchan,3,1632,2,15,0,1,0,0,0,1,2,93.06
kolhapur_nashik,Alandi,4,1966,3,6,0,0,1,0,1,1,3,106.53
kolhapur_nashik,Balewadi,1,518,1,1,0,0,1,1,1,1,4,53.27
kolhapur_nashik,Alandi,2,1057,2,19,1,0,0,1,1,0,3,67.96
dehu_solapur,Ravet,2,1057,1,12,1,1,1,1,0,1,5,64.07
dehu_solapur,Kiwale,3,1440,2,18,1,0,1,1,1,0,4,91.49
kolhapur_nashik,Sinhagad Road,3,1345,2,21,1,0,1,1,0,1,4,112.39
dehu_solapur,Kiwale,3,1419,2,11,1,0,1,0,1,0,3,100.5
dehu_solapur,Uruli Kanchan,2,1073,2,15,0,1,0,0,0,1,2,58.5
dehu_solapur,Uruli Kanchan,3,1320,2,12,0,0,0,1,1,0,2,63.38
dehu_solapur,Manjri,2,1015,2,15,1,0,1,1,1,0,4,82.08
dehu_solapur,Loni Kalbhor,3,1207,2,8,0,1,1,0,0,0,2,65.03
dehu_solapur,Wakad,2,830,1,13,1,1,1,1,0,0,4,71.53
dehu_solapur,Wakad,1,558,1,15,1,0,1,0,0,1,3,46.74
kolhapur_nashik,Hinjewadi,2,1040,1,10,1,0,0,1,1,1,4,119.31
kolhapur_nashik,Khed Shivapur,2,1049,1,15,1,0,0,0,0,1,2,55.78
dehu_solapur,Uruli Kanchan,2,798,2,18,1,1,1,1,1,1,6,46.95
kolhapur_nashik,Hinjewadi,2,964,1,13,0,0,0,0,0,1,1,86.03
dehu_solapur,Wakad,2,872,2,20,1,1,0,0,1,1,4,74.51
dehu_solapur,Hadapsar,1,453,1,17,1,1,1,0,1,0,4,42.09
kolhapur_nashik,Moshi,1,438,1,6,0,1,1,0,0,0,2,24.28
dehu_solapur,Manjri,3,1100,2,19,1,1,1,1,0,0,4,83.33
kolhapur_nashik,Hinjewadi,3,1100,3,9,0,1,0,1,1,0,3,101.6
kolhapur_nashik,Hinjewadi,3,1594,2,2,1,1,0,1,0,0,3,134.67
kolhapur_nashik,Chakan,2,982,1,6,1,0,1,1,1,0,4,58.21
kolhapur_nashik,Bhosari,2,1001,2,5,0,0,1,1,1,0,3,53.88
dehu_solapur,Baner,3,1306,2,5,0,1,0,1,0,1,3,134.57
kolhapur_nashik,Hinjewadi,3,1226,3,24,1,0,0,0,1,1,3,101.92
dehu_solapur,Kiwale,3,1407,3,21,0,0,1,1,0,0,2,101.22
kolhapur_nashik,Sinhagad Road,2,896,1,20,1,0,1,1,1,0,4,85.24
dehu_solapur,Loni Kalbhor,2,1011,2,16,1,1,0,0,0,0,2,55.32
kolhapur_nashik,Moshi,2,842,2,18,0,1,1,1,1,0,4,54.07
dehu_solapur,Dehu Road,3,1461,2,1,0,1,1,0,1,1,4,86.93
dehu_solapur,Manjri,1,564,1,9,1,0,0,0,0,1,2,38.56
kolhapur_nashik,Khed Shivapur,2,927,1,18,1,0,0,1,0,1,3,63.43
kolhapur_nashik,Khed Shivapur,2,1080,2,17,0,0,1,0,1,0,2,60.87
kolhapur_nashik,Alandi,1,470,1,2,1,1,1,0,1,1,5,25.85
dehu_solapur,Dehu Road,4,1941,4,23,1,0,0,1,0,1,3,143.23
kolhapur_nashik,Alandi,2,945,1,11,0,1,0,0,0,1,2,54.96
dehu_solapur,Kiwale,3,1218,2,3,0,1,0,1,1,0,3,83.91
dehu_solapur,Manjri,3,1474,2,2,1,1,0,0,1,1,4,107.56
dehu_solapur,Loni Kalbhor,3,1309,2,16,1,1,1,0,1,0,4,71.12
dehu_solapur,Baner,2,1013,1,25,1,0,1,1,1,0,4,90.82
kolhapur_nashik,Bhosari,2,871,2,23,1,0,1,0,0,0,2,59.6
dehu_solapur,Kiwale,2,805,1,15,0,1,1,1,1,1,5,53.46
kolhapur_nashik,Bhosari,1,508,1,6,0,1,0,1,0,0,2,27.61
dehu_solapur,Wakad,2,726,2,0,1,1,1,1,0,1,5,70.22
dehu_solapur,Loni Kalbhor,3,1307,2,8,1,0,1,1,1,1,5,94.87
dehu_solapur,Loni Kalbhor,3,1628,3,4,1,0,0,0,1,0,2,86.58
kolhapur_nashik,Hinjewadi,2,1014,2,23,0,1,1,1,0,0,3,111.85
kolhapur_nashik,Sinhagad Road,1,545,1,19,1,0,1,1,0,1,4,43.01
kolhapur_nashik,Hinjewadi,2,700,1,11,0,0,0,1,1,1,3,66.3
kolhapur_nashik,Chakan,3,1394,2,5,1,1,1,1,0,1,5,81.2
kolhapur_nashik,Sinhagad Road,2,855,1,0,1,1,1,0,0,0,3,69.96
kolhapur_nashik,Balewadi,3,1257,2,20,1,1,1,1,1,1,6,138.64
kolhapur_nashik,Hinjewadi,2,927,2,3,1,0,0,0,1,1,3,96.88
kolhapur_nashik,Bhosari,2,763,2,17,0,0,0,0,1,1,2,36.38
kolhapur_nashik,Balewadi,3,1514,3,12,1,1,0,1,1,1,5,172.26
kolhapur_nashik,Alandi,2,1049,1,20,0,0,1,0,1,0,2,53.3
dehu_solapur,Ravet,3,1343,2,2,1,1,0,0,0,1,3,124.46
kolhapur_nashik,Balewadi,2,1093,1,7,1,0,1,1,1,1,5,148.13
dehu_solapur,Baner,1,380,1,6,1,0,1,1,1,1,5,41.14
dehu_solapur,Ravet,1,608,1,16,1,0,0,0,1,1,3,46.91
dehu_solapur,Dehu Road,3,1370,3,2,0,1,1,1,0,1,4,77.17
dehu_solapur,Loni Kalbhor,3,1506,2,21,0,0,1,0,1,0,2,104.72
kolhapur_nashik,Alandi,1,692,1,5,1,0,0,1,1,1,4,36.29
dehu_solapur,Manjri,3,1417,3,21,1,0,0,0,1,0,2,106.14
dehu_solapur,Baner,2,1091,2,6,1,1,1,1,0,1,5,112.61
kolhapur_nashik,Sinhagad Road,2,745,1,6,1,1,1,0,0,0,3,69.19
dehu_solapur,Baner,3,1400,2,6,1,1,1,1,0,0,4,112.24
kolhapur_nashik,Khed Shivapur,2,804,2,5,0,1,1,1,1,0,4,59.26
kolhapur_nashik,Bhosari,4,2027,3,18,0,1,0,1,1,1,4,144.08
dehu_solapur,Manjri,3,1525,2,9,0,1,0,1,1,1,4,120.02
dehu_solapur,Manjri,3,1440,3,8,1,0,0,0,1,1,3,93.19
dehu_solapur,Ravet,2,964,2,11,1,0,1,0,1,1,4,80.3
dehu_solapur,Uruli Kanchan,2,1068,2,12,0,0,1,0,1,1,3,52.46
kolhapur_nashik,Hinjewadi,2,845,1,4,1,1,0,1,0,0,3,76.88
kolhapur_nashik,Sinhagad Road,3,1143,3,8,1,1,1,1,1,1,6,99.15
dehu_solapur,Ravet,2,843,2,22,1,0,0,1,1,1,4,76.77
dehu_solapur,Baner,3,1786,3,20,1,1,1,1,1,1,6,167.38
dehu_solapur,Hadapsar,2,1001,1,18,1,1,1,1,1,1,6,100.08
dehu_solapur,Baner,4,2371,3,14,1,0,0,0,1,0,2,200.92
dehu_solapur,Uruli Kanchan,3,1354,3,22,1,0,1,1,1,1,5,80.22
dehu_solapur,Ravet,2,946,1,4,1,0,1,1,1,0,4,73.81
dehu_solapur,Uruli Kanchan,2,1153,1,11,1,1,1,1,1,1,6,67.56
kolhapur_nashik,Balewadi,2,973,2,16,1,1,0,0,1,0,3,108.55
dehu_solapur,Baner,3,1628,2,12,1,1,0,1,1,0,4,175.95
dehu_solapur,Dehu Road,3,1595,3,23,1,0,0,0,1,0,2,91.69
dehu_solapur,Loni Kalbhor,3,1250,2,2,1,1,0,0,0,1,3,70.68
dehu_solapur,Wakad,2,980,2,18,1,0,0,1,0,1,3,89.84
dehu_solapur,Manjri,3,1137,2,15,1,0,0,1,0,0,2,84.76
dehu_solapur,Kiwale,2,1075,2,4,0,1,1,0,0,1,3,84.02
kolhapur_nashik,Sinhagad Road,2,894,2,16,0,1,1,0,1,0,3,85.74
dehu_solapur,Ravet,2,903,1,9,0,0,0,1,1,1,3,69.63
kolhapur_nashik,Bhosari,2,1001,2,15,1,1,1,1,0,1,5,61.0
dehu_solapur,Loni Kalbhor,3,1537,2,20,1,0,1,0,0,0,2,84.04
kolhapur_nashik,Balewadi,1,513,1,16,1,1,1,1,1,0,5,52.63
dehu_solapur,Loni Kalbhor,4,1850,3,18,0,0,0,1,0,1,2,97.63
dehu_solapur,Ravet,3,1557,3,12,1,1,1,0,0,0,3,127.77
kolhapur_nashik,Moshi,2,1128,1,11,1,0,0,0,1,0,2,79.46
dehu_solapur,Dehu Road,3,1799,3,23,0,1,0,1,0,1,3,81.78
kolhapur_nashik,Hinjewadi,4,2148,3,22,0,1,0,1,0,0,2,209.41
kolhapur_nashik,Balewadi,4,1765,3,8,0,0,1,0,0,1,2,170.19
dehu_solapur,Loni Kalbhor,1,645,1,13,0,0,0,1,0,0,1,42.32
kolhapur_nashik,Chakan,2,877,2,11,1,1,1,0,1,0,4,57.2
dehu_solapur,Loni Kalbhor,1,469,1,23,1,1,0,1,0,1,4,26.52
kolhapur_nashik,Khed Shivapur,3,1660,2,16,1,1,0,0,0,1,3,103.66
kolhapur_nashik,Moshi,2,1010,1,14,1,0,0,1,0,0,2,63.05
